char	unicode	big5	category	dfs_code	compat_class	slot_source	t2s	note
翰	U+7FF0	BFAB	cjk	$08F8	base-exact	base-compatible	翰	
翱	U+7FF1	BFAC	cjk	$04E1	base-exact	base-compatible	翱	
翮	U+7FEE	BFAD	cjk	$2D67	base-exact	base-compatible	翮	
耨	U+8028	BFAE	cjk	$2C23	base-exact	base-compatible	耨	
膳	U+81B3	BFAF	cjk	$0F4A	base-exact	base-compatible	膳	
膩	U+81A9	BFB0	cjk	$0D6D	base-t2s-ime-glyph-patch	base-compatible	腻	glyph patch 腻->膩
膨	U+81A8	BFB1	cjk	$0DD8	base-exact	base-compatible	膨	
臻	U+81FB	BFB2	cjk	$1881	base-exact	base-compatible	臻	
興	U+8208	BFB3	cjk	$123B	base-t2s-ime-glyph-patch	base-compatible	兴	glyph patch 兴->興
艘	U+8258	BFB4	cjk	$1030	base-exact	base-compatible	艘	
艙	U+8259	BFB5	cjk	$05D1	base-t2s-ime-glyph-patch	base-compatible	舱	glyph patch 舱->艙
蕊	U+854A	BFB6	cjk	$0F11	base-exact	base-compatible	蕊	
蕙	U+8559	BFB7	cjk	$1BE5	base-exact	base-compatible	蕙	
蕈	U+8548	BFB8	cjk	$1BE6	base-exact	base-compatible	蕈	
蕨	U+8568	BFB9	cjk	$1BE7	base-exact	base-compatible	蕨	
蕩	U+8569	BFBA	cjk	$06E8	base-t2s-ime-glyph-patch	base-compatible	荡	glyph patch 荡->蕩; strict policy: canonical glyph patch for shared code $06E8
蕃	U+8543	BFBB	cjk	$1BEC	base-exact	base-compatible	蕃	
蕉	U+8549	BFBC	cjk	$0A3C	base-exact	base-compatible	蕉	
蕭	U+856D	BFBD	cjk	$1202	base-t2s-ime-glyph-patch	base-compatible	萧	glyph patch 萧->蕭
蕪	U+856A	BFBE	cjk	$118B	base-t2s-ime-glyph-patch	base-compatible	芜	glyph patch 芜->蕪
蕞	U+855E	BFBF	cjk	$1BE9	base-exact	base-compatible	蕞	
螃	U+8783	BFC0	cjk	$2CAA	base-exact	base-compatible	螃	
螟	U+879F	BFC1	cjk	$0D08	base-exact	base-compatible	螟	
螞	U+879E	BFC2	cjk	$0C9A	base-t2s-ime-glyph-patch	base-compatible	蚂	glyph patch 蚂->螞
螢	U+87A2	BFC3	cjk	$1367	base-t2s-ime-glyph-patch	base-compatible	萤	glyph patch 萤->螢
融	U+878D	BFC4	cjk	$0EF8	base-exact	base-compatible	融	
衡	U+8861	BFC5	cjk	$0930	base-exact	base-compatible	衡	
褪	U+892A	BFC6	cjk	$10FA	base-exact	base-compatible	褪	
褲	U+8932	BFC7	cjk	$0B44	base-t2s-ime-glyph-patch	base-compatible	裤	glyph patch 裤->褲
褥	U+8925	BFC8	cjk	$0F0E	base-exact	base-compatible	褥	
褫	U+892B	BFC9	cjk	$2C0B	base-exact	base-compatible	褫	
褡	U+8921	BFCA	cjk	$2C05	base-exact	base-compatible	褡	
親	U+89AA	BFCB	cjk	$0E97	base-t2s-ime-glyph-patch	base-compatible	亲	glyph patch 亲->親
覦	U+89A6	BFCC	cjk	$2932	base-t2s-ime-glyph-patch	base-compatible	觎	glyph patch 觎->覦
諦	U+8AE6	BFCD	cjk	$1A7A	base-t2s-ime-glyph-patch	base-compatible	谛	glyph patch 谛->諦
諺	U+8AFA	BFCE	cjk	$12CC	base-t2s-ime-glyph-patch	base-compatible	谚	glyph patch 谚->諺
諫	U+8AEB	BFCF	cjk	$1A73	base-t2s-ime-glyph-patch	base-compatible	谏	glyph patch 谏->諫
諱	U+8AF1	BFD0	cjk	$09A6	base-t2s-ime-glyph-patch	base-compatible	讳	glyph patch 讳->諱
謀	U+8B00	BFD1	cjk	$0D23	base-t2s-ime-glyph-patch	base-compatible	谋	glyph patch 谋->謀
諜	U+8ADC	BFD2	cjk	$0739	base-t2s-ime-glyph-patch	base-compatible	谍	glyph patch 谍->諜
諧	U+8AE7	BFD3	cjk	$1223	base-t2s-ime-glyph-patch	base-compatible	谐	glyph patch 谐->諧
諮	U+8AEE	BFD4	cjk	$1570	cjk-extension	extension-page	咨	new/expanded DFS page
諾	U+8AFE	BFD5	cjk	$0D9B	base-t2s-ime-glyph-patch	base-compatible	诺	glyph patch 诺->諾
謁	U+8B01	BFD6	cjk	$1A75	base-t2s-ime-glyph-patch	base-compatible	谒	glyph patch 谒->謁
謂	U+8B02	BFD7	cjk	$1169	base-t2s-ime-glyph-patch	base-compatible	谓	glyph patch 谓->謂
諷	U+8AF7	BFD8	cjk	$07FB	base-t2s-ime-glyph-patch	base-compatible	讽	glyph patch 讽->諷
諭	U+8AED	BFD9	cjk	$1A77	base-t2s-ime-glyph-patch	base-compatible	谕	glyph patch 谕->諭
諳	U+8AF3	BFDA	cjk	$1A79	base-t2s-ime-glyph-patch	base-compatible	谙	glyph patch 谙->諳
諶	U+8AF6	BFDB	cjk	$1A72	base-t2s-ime-glyph-patch	base-compatible	谌	glyph patch 谌->諶
諼	U+8AFC	BFDC	cjk	$1A78	base-t2s-ime-glyph-patch	base-compatible	谖	glyph patch 谖->諼
豫	U+8C6B	BFDD	cjk	$13C1	base-exact	base-compatible	豫	
豭	U+8C6D	BFDE	cjk	$1571	cjk-extension	extension-page	豭	new/expanded DFS page
貓	U+8C93	BFDF	cjk	$0CB4	base-t2s-ime-glyph-patch	base-compatible	猫	glyph patch 猫->貓
賴	U+8CF4	BFE0	cjk	$0B89	base-t2s-ime-glyph-patch	base-compatible	赖	glyph patch 赖->賴
蹄	U+8E44	BFE1	cjk	$10B5	base-exact	base-compatible	蹄	
踱	U+8E31	BFE2	cjk	$2DC0	base-exact	base-compatible	踱	
踴	U+8E34	BFE3	cjk	$1572	cjk-extension	extension-page	踊	new/expanded DFS page
蹂	U+8E42	BFE4	cjk	$2DC3	base-exact	base-compatible	蹂	
踹	U+8E39	BFE5	cjk	$2DBD	base-exact	base-compatible	踹	
踵	U+8E35	BFE6	cjk	$2DBE	base-exact	base-compatible	踵	
輻	U+8F3B	BFE7	cjk	$080A	base-t2s-ime-glyph-patch	base-compatible	辐	glyph patch 辐->輻
輯	U+8F2F	BFE8	cjk	$09CD	base-t2s-ime-glyph-patch	base-compatible	辑	glyph patch 辑->輯
輸	U+8F38	BFE9	cjk	$0FDC	base-t2s-ime-glyph-patch	base-compatible	输	glyph patch 输->輸
輳	U+8F33	BFEA	cjk	$28E1	base-t2s-ime-glyph-patch	base-compatible	辏	glyph patch 辏->輳
辨	U+8FA8	BFEB	cjk	$0584	base-exact	base-compatible	辨	
辦	U+8FA6	BFEC	cjk	$0512	base-t2s-ime-glyph-patch	base-compatible	办	glyph patch 办->辦
遵	U+9075	BFED	cjk	$1963	base-exact	base-compatible	遵	
遴	U+9074	BFEE	cjk	$1F10	base-exact	base-compatible	遴	
選	U+9078	BFEF	cjk	$1285	base-t2s-ime-glyph-patch	base-compatible	选	glyph patch 选->選
遲	U+9072	BFF0	cjk	$063B	base-t2s-ime-glyph-patch	base-compatible	迟	glyph patch 迟->遲
遼	U+907C	BFF1	cjk	$0BFB	base-t2s-ime-glyph-patch	base-compatible	辽	glyph patch 辽->遼
遺	U+907A	BFF2	cjk	$130B	base-t2s-ime-glyph-patch	base-compatible	遗	glyph patch 遗->遺
鄴	U+9134	BFF3	cjk	$1AA8	base-t2s-ime-glyph-patch	base-compatible	邺	glyph patch 邺->鄴
醒	U+9192	BFF4	cjk	$1242	base-exact	base-compatible	醒	
錠	U+9320	BFF5	cjk	$0742	base-t2s-ime-glyph-patch	base-compatible	锭	glyph patch 锭->錠
錶	U+9336	BFF6	cjk	$1573	cjk-extension	extension-page	表	new/expanded DFS page
鋸	U+92F8	BFF7	cjk	$0ADC	base-t2s-ime-glyph-patch	base-compatible	锯	glyph patch 锯->鋸
錳	U+9333	BFF8	cjk	$0CD8	base-t2s-ime-glyph-patch	base-compatible	锰	glyph patch 锰->錳
錯	U+932F	BFF9	cjk	$06C3	base-t2s-ime-glyph-patch	base-compatible	错	glyph patch 错->錯
錢	U+9322	BFFA	cjk	$0E6E	base-t2s-ime-glyph-patch	base-compatible	钱	glyph patch 钱->錢
鋼	U+92FC	BFFB	cjk	$0860	base-t2s-ime-glyph-patch	base-compatible	钢	glyph patch 钢->鋼
錫	U+932B	BFFC	cjk	$11A9	base-t2s-ime-glyph-patch	base-compatible	锡	glyph patch 锡->錫
錄	U+9304	BFFD	cjk	$0C6A	base-t2s-ime-glyph-patch	base-compatible	录	glyph patch 录->錄; strict policy: canonical glyph patch for shared code $0C6A
錚	U+931A	BFFE	cjk	$2AF3	base-t2s-ime-glyph-patch	base-compatible	铮	glyph patch 铮->錚
錐	U+9310	C040	cjk	$190E	base-t2s-ime-glyph-patch	base-compatible	锥	glyph patch 锥->錐
錦	U+9326	C041	cjk	$0A91	base-t2s-ime-glyph-patch	base-compatible	锦	glyph patch 锦->錦
錡	U+9321	C042	cjk	$1574	cjk-extension	extension-page	锜	new/expanded DFS page
錕	U+9315	C043	cjk	$2B13	base-t2s-ime-glyph-patch	base-compatible	锟	glyph patch 锟->錕
錮	U+932E	C044	cjk	$2B17	base-t2s-ime-glyph-patch	base-compatible	锢	glyph patch 锢->錮
錙	U+9319	C045	cjk	$2B1C	base-t2s-ime-glyph-patch	base-compatible	锱	glyph patch 锱->錙
閻	U+95BB	C046	cjk	$12BA	base-t2s-ime-glyph-patch	base-compatible	阎	glyph patch 阎->閻
隧	U+96A7	C047	cjk	$1061	base-exact	base-compatible	隧	
隨	U+96A8	C048	cjk	$1045	base-t2s-ime-glyph-patch	base-compatible	随	glyph patch 随->隨
險	U+96AA	C049	cjk	$11DF	base-t2s-ime-glyph-patch	base-compatible	险	glyph patch 险->險
雕	U+96D5	C04A	cjk	$072D	base-exact	base-compatible	雕	
霎	U+970E	C04B	cjk	$2DEA	base-exact	base-compatible	霎	
霑	U+9711	C04C	cjk	$1575	cjk-extension	extension-page	沾	new/expanded DFS page
霖	U+9716	C04D	cjk	$0C0E	base-exact	base-compatible	霖	
霍	U+970D	C04E	cjk	$09B6	base-exact	base-compatible	霍	
霓	U+9713	C04F	cjk	$0D66	base-exact	base-compatible	霓	
霏	U+970F	C050	cjk	$2DE9	base-exact	base-compatible	霏	
靛	U+975B	C051	cjk	$0720	base-exact	base-compatible	靛	
靜	U+975C	C052	cjk	$0AAC	base-t2s-ime-glyph-patch	base-compatible	静	glyph patch 静->靜
靦	U+9766	C053	cjk	$29A9	base-t2s-ime-glyph-patch	base-compatible	腼	glyph patch 腼->靦
鞘	U+9798	C054	cjk	$0E8A	base-exact	base-compatible	鞘	
頰	U+9830	C055	cjk	$09F5	base-t2s-ime-glyph-patch	base-compatible	颊	glyph patch 颊->頰
頸	U+9838	C056	cjk	$0AAB	base-t2s-ime-glyph-patch	base-compatible	颈	glyph patch 颈->頸
頻	U+983B	C057	cjk	$0DF9	base-t2s-ime-glyph-patch	base-compatible	频	glyph patch 频->頻
頷	U+9837	C058	cjk	$2C35	base-t2s-ime-glyph-patch	base-compatible	颔	glyph patch 颔->頷
頭	U+982D	C059	cjk	$10E7	base-t2s-ime-glyph-patch	base-compatible	头	glyph patch 头->頭
頹	U+9839	C05A	cjk	$10F7	base-t2s-ime-glyph-patch	base-compatible	颓	glyph patch 颓->頹
頤	U+9824	C05B	cjk	$1309	base-t2s-ime-glyph-patch	base-compatible	颐	glyph patch 颐->頤
餐	U+9910	C05C	cjk	$05C9	base-exact	base-compatible	餐	
館	U+9928	C05D	cjk	$08C5	base-t2s-ime-glyph-patch	base-compatible	馆	glyph patch 馆->館
餞	U+991E	C05E	cjk	$0A2A	base-t2s-ime-glyph-patch	base-compatible	饯	glyph patch 饯->餞
餛	U+991B	C05F	cjk	$1DBA	base-t2s-ime-glyph-patch	base-compatible	馄	glyph patch 馄->餛
餡	U+9921	C060	cjk	$11E4	base-t2s-ime-glyph-patch	base-compatible	馅	glyph patch 馅->餡
餚	U+991A	C061	cjk	$1576	cjk-extension	extension-page	肴	new/expanded DFS page
駭	U+99ED	C062	cjk	$08ED	base-t2s-ime-glyph-patch	base-compatible	骇	glyph patch 骇->駭
駢	U+99E2	C063	cjk	$1F91	base-t2s-ime-glyph-patch	base-compatible	骈	glyph patch 骈->駢
駱	U+99F1	C064	cjk	$0C94	base-t2s-ime-glyph-patch	base-compatible	骆	glyph patch 骆->駱
骸	U+9AB8	C065	cjk	$08E7	base-exact	base-compatible	骸	
骼	U+9ABC	C066	cjk	$2E78	base-exact	base-compatible	骼	
髻	U+9AFB	C067	cjk	$2E91	base-exact	base-compatible	髻	
髭	U+9AED	C068	cjk	$2E92	base-exact	base-compatible	髭	
鬨	U+9B28	C069	cjk	$1577	cjk-extension	extension-page	哄	new/expanded DFS page
鮑	U+9B91	C06A	cjk	$0533	base-t2s-ime-glyph-patch	base-compatible	鲍	glyph patch 鲍->鮑
鴕	U+9D15	C06B	cjk	$1106	base-t2s-ime-glyph-patch	base-compatible	鸵	glyph patch 鸵->鴕
鴣	U+9D23	C06C	cjk	$2B7F	base-t2s-ime-glyph-patch	base-compatible	鸪	glyph patch 鸪->鴣
鴦	U+9D26	C06D	cjk	$12D0	base-t2s-ime-glyph-patch	base-compatible	鸯	glyph patch 鸯->鴦
鴨	U+9D28	C06E	cjk	$12A0	base-t2s-ime-glyph-patch	base-compatible	鸭	glyph patch 鸭->鴨
鴒	U+9D12	C06F	cjk	$1578	cjk-extension	extension-page	鸰	new/expanded DFS page
鴛	U+9D1B	C070	cjk	$13C3	base-t2s-ime-glyph-patch	base-compatible	鸳	glyph patch 鸳->鴛
默	U+9ED8	C071	cjk	$0D1D	base-exact	base-compatible	默	
黔	U+9ED4	C072	cjk	$0E6D	base-exact	base-compatible	黔	
龍	U+9F8D	C073	cjk	$0C34	base-t2s-ime-glyph-patch	base-compatible	龙	glyph patch 龙->龍
龜	U+9F9C	C074	cjk	$08D2	base-t2s-ime-glyph-patch	base-compatible	龟	glyph patch 龟->龜
優	U+512A	C075	cjk	$1579	cjk-extension	extension-page	优	new/expanded DFS page
償	U+511F	C076	cjk	$0603	base-t2s-ime-glyph-patch	base-compatible	偿	glyph patch 偿->償
儡	U+5121	C077	cjk	$0BB0	base-exact	base-compatible	儡	
儲	U+5132	C078	cjk	$0678	base-t2s-ime-glyph-patch	base-compatible	储	glyph patch 储->儲
勵	U+52F5	C079	cjk	$0BCC	base-t2s-ime-glyph-patch	base-compatible	励	glyph patch 励->勵
嚎	U+568E	C07A	cjk	$0909	base-exact	base-compatible	嚎	
嚀	U+5680	C07B	cjk	$1C88	base-t2s-ime-glyph-patch	base-compatible	咛	glyph patch 咛->嚀
嚐	U+5690	C07C	cjk	$157A	cjk-extension	extension-page	尝	new/expanded DFS page
嚅	U+5685	C07D	cjk	$1D07	base-exact	base-compatible	嚅	
嚇	U+5687	C07E	cjk	$11CF	base-t2s-ime-glyph-patch	base-compatible	吓	glyph patch 吓->嚇
嚏	U+568F	C0A1	cjk	$10B9	base-exact	base-compatible	嚏	
壕	U+58D5	C0A2	cjk	$0908	base-exact	base-compatible	壕	
壓	U+58D3	C0A3	cjk	$129D	base-t2s-ime-glyph-patch	base-compatible	压	glyph patch 压->壓
壑	U+58D1	C0A4	cjk	$1ADE	base-exact	base-compatible	壑	
壎	U+58CE	C0A5	cjk	$1B03	base-t2s-ime-glyph-patch	base-compatible	埙	glyph patch 埙->壎; strict policy: canonical glyph patch for shared code $1B03
嬰	U+5B30	C0A6	cjk	$1362	base-t2s-ime-glyph-patch	base-compatible	婴	glyph patch 婴->嬰
嬪	U+5B2A	C0A7	cjk	$1F71	base-t2s-ime-glyph-patch	base-compatible	嫔	glyph patch 嫔->嬪
嬤	U+5B24	C0A8	cjk	$1F7E	base-t2s-ime-glyph-patch	base-compatible	嬷	glyph patch 嬷->嬤
孺	U+5B7A	C0A9	cjk	$0F08	base-exact	base-compatible	孺	
尷	U+5C37	C0AA	cjk	$1C13	base-t2s-ime-glyph-patch	base-compatible	尴	glyph patch 尴->尷
屨	U+5C68	C0AB	cjk	$1F24	base-t2s-ime-glyph-patch	base-compatible	屦	glyph patch 屦->屨
嶼	U+5DBC	C0AC	cjk	$13AA	base-t2s-ime-glyph-patch	base-compatible	屿	glyph patch 屿->嶼
嶺	U+5DBA	C0AD	cjk	$157B	cjk-extension	extension-page	岭	new/expanded DFS page
嶽	U+5DBD	C0AE	cjk	$157C	cjk-extension	extension-page	岳	new/expanded DFS page
嶸	U+5DB8	C0AF	cjk	$1D4A	base-t2s-ime-glyph-patch	base-compatible	嵘	glyph patch 嵘->嶸
幫	U+5E6B	C0B0	cjk	$0518	base-t2s-ime-glyph-patch	base-compatible	帮	glyph patch 帮->幫
彌	U+5F4C	C0B1	cjk	$0CE2	base-t2s-ime-glyph-patch	base-compatible	弥	glyph patch 弥->彌; strict policy: canonical glyph patch for shared code $0CE2
徽	U+5FBD	C0B2	cjk	$0997	base-exact	base-compatible	徽	
應	U+61C9	C0B3	cjk	$1364	base-t2s-ime-glyph-patch	base-compatible	应	glyph patch 应->應
懂	U+61C2	C0B4	cjk	$0749	base-exact	base-compatible	懂	
懇	U+61C7	C0B5	cjk	$0B32	base-t2s-ime-glyph-patch	base-compatible	恳	glyph patch 恳->懇
懦	U+61E6	C0B6	cjk	$0D99	base-exact	base-compatible	懦	
懋	U+61CB	C0B7	cjk	$2A2C	base-exact	base-compatible	懋	
戲	U+6232	C0B8	cjk	$11C1	base-t2s-ime-glyph-patch	base-compatible	戏	glyph patch 戏->戲
戴	U+6234	C0B9	cjk	$06CD	base-exact	base-compatible	戴	
擎	U+64CE	C0BA	cjk	$0EA6	base-exact	base-compatible	擎	
擊	U+64CA	C0BB	cjk	$09B9	base-t2s-ime-glyph-patch	base-compatible	击	glyph patch 击->擊
擘	U+64D8	C0BC	cjk	$2947	base-exact	base-compatible	擘	
擠	U+64E0	C0BD	cjk	$09D7	base-t2s-ime-glyph-patch	base-compatible	挤	glyph patch 挤->擠
擰	U+64F0	C0BE	cjk	$0D87	base-t2s-ime-glyph-patch	base-compatible	拧	glyph patch 拧->擰
擦	U+64E6	C0BF	cjk	$05BD	base-exact	base-compatible	擦	
擬	U+64EC	C0C0	cjk	$0D6A	base-t2s-ime-glyph-patch	base-compatible	拟	glyph patch 拟->擬
擱	U+64F1	C0C1	cjk	$0873	base-t2s-ime-glyph-patch	base-compatible	搁	glyph patch 搁->擱
擢	U+64E2	C0C2	cjk	$1C66	base-exact	base-compatible	擢	
擭	U+64ED	C0C3	cjk	$157D	cjk-extension	extension-page	擭	new/expanded DFS page
斂	U+6582	C0C4	cjk	$0BE4	base-t2s-ime-glyph-patch	base-compatible	敛	glyph patch 敛->斂
斃	U+6583	C0C5	cjk	$056E	base-t2s-ime-glyph-patch	base-compatible	毙	glyph patch 毙->斃
曙	U+66D9	C0C6	cjk	$0FE7	base-exact	base-compatible	曙	
曖	U+66D6	C0C7	cjk	$2918	base-t2s-ime-glyph-patch	base-compatible	暧	glyph patch 暧->曖
檀	U+6A80	C0C8	cjk	$1086	base-exact	base-compatible	檀	
檔	U+6A94	C0C9	cjk	$06E9	base-t2s-ime-glyph-patch	base-compatible	档	glyph patch 档->檔
檄	U+6A84	C0CA	cjk	$11B7	base-exact	base-compatible	檄	
檢	U+6AA2	C0CB	cjk	$0A10	base-t2s-ime-glyph-patch	base-compatible	检	glyph patch 检->檢
檜	U+6A9C	C0CC	cjk	$286F	base-t2s-ime-glyph-patch	base-compatible	桧	glyph patch 桧->檜
櫛	U+6ADB	C0CD	cjk	$283A	base-t2s-ime-glyph-patch	base-compatible	栉	glyph patch 栉->櫛
檣	U+6AA3	C0CE	cjk	$28A9	base-t2s-ime-glyph-patch	base-compatible	樯	glyph patch 樯->檣
橾	U+6A7E	C0CF	cjk	$157E	cjk-extension	extension-page	橾	new/expanded DFS page
檗	U+6A97	C0D0	cjk	$28BE	base-exact	base-compatible	檗	
檐	U+6A90	C0D1	cjk	$28BC	base-exact	base-compatible	檐	
檠	U+6AA0	C0D2	cjk	$28B1	base-exact	base-compatible	檠	
歜	U+6B5C	C0D3	cjk	$157F	cjk-extension	extension-page	歜	new/expanded DFS page
殮	U+6BAE	C0D4	cjk	$28C7	base-t2s-ime-glyph-patch	base-compatible	殓	glyph patch 殓->殮
毚	U+6BDA	C0D5	cjk	$1580	cjk-extension	extension-page	毚	new/expanded DFS page
氈	U+6C08	C0D6	cjk	$1833	base-t2s-ime-glyph-patch	base-compatible	毡	glyph patch 毡->氈
濘	U+6FD8	C0D7	cjk	$1581	cjk-extension	extension-page	泞	new/expanded DFS page
濱	U+6FF1	C0D8	cjk	$0593	base-t2s-ime-glyph-patch	base-compatible	滨	glyph patch 滨->濱
濟	U+6FDF	C0D9	cjk	$09E3	base-t2s-ime-glyph-patch	base-compatible	济	glyph patch 济->濟
濠	U+6FE0	C0DA	cjk	$1ED5	base-exact	base-compatible	濠	
濛	U+6FDB	C0DB	cjk	$1582	cjk-extension	extension-page	蒙	new/expanded DFS page
濤	U+6FE4	C0DC	cjk	$10A0	base-t2s-ime-glyph-patch	base-compatible	涛	glyph patch 涛->濤
濫	U+6FEB	C0DD	cjk	$0B98	base-t2s-ime-glyph-patch	base-compatible	滥	glyph patch 滥->濫
濯	U+6FEF	C0DE	cjk	$1ED6	base-exact	base-compatible	濯	
澀	U+6F80	C0DF	cjk	$0F30	base-t2s-ime-glyph-patch	base-compatible	涩	glyph patch 涩->澀
濬	U+6FEC	C0E0	cjk	$1583	cjk-extension	extension-page	濬	new/expanded DFS page
濡	U+6FE1	C0E1	cjk	$1ED2	base-exact	base-compatible	濡	
濩	U+6FE9	C0E2	cjk	$1584	cjk-extension	extension-page	濩	new/expanded DFS page
濕	U+6FD5	C0E3	cjk	$1585	cjk-extension	extension-page	湿	new/expanded DFS page
濮	U+6FEE	C0E4	cjk	$1ED3	base-exact	base-compatible	濮	
濰	U+6FF0	C0E5	cjk	$1142	base-t2s-ime-glyph-patch	base-compatible	潍	glyph patch 潍->濰
燧	U+71E7	C0E6	cjk	$29F5	base-exact	base-compatible	燧	
營	U+71DF	C0E7	cjk	$1368	base-t2s-ime-glyph-patch	base-compatible	营	glyph patch 营->營
燮	U+71EE	C0E8	cjk	$1ACE	base-exact	base-compatible	燮	
燦	U+71E6	C0E9	cjk	$05CF	base-t2s-ime-glyph-patch	base-compatible	灿	glyph patch 灿->燦
燥	U+71E5	C0EA	cjk	$180F	base-exact	base-compatible	燥	
燭	U+71ED	C0EB	cjk	$18E8	base-t2s-ime-glyph-patch	base-compatible	烛	glyph patch 烛->燭
燬	U+71EC	C0EC	cjk	$1586	cjk-extension	extension-page	毁	new/expanded DFS page
燴	U+71F4	C0ED	cjk	$09A4	base-t2s-ime-glyph-patch	base-compatible	烩	glyph patch 烩->燴
燠	U+71E0	C0EE	cjk	$29F3	base-exact	base-compatible	燠	
爵	U+7235	C0EF	cjk	$0AEE	base-exact	base-compatible	爵	
牆	U+7246	C0F0	cjk	$0E7D	base-t2s-ime-glyph-patch	base-compatible	墙	glyph patch 墙->牆
獰	U+7370	C0F1	cjk	$0D84	base-t2s-ime-glyph-patch	base-compatible	狞	glyph patch 狞->獰
獲	U+7372	C0F2	cjk	$09B3	base-t2s-ime-glyph-patch	base-compatible	获	glyph patch 获->獲; strict policy: canonical glyph patch for shared code $09B3
璩	U+74A9	C0F3	cjk	$281E	base-exact	base-compatible	璩	
環	U+74B0	C0F4	cjk	$0979	base-t2s-ime-glyph-patch	base-compatible	环	glyph patch 环->環
璦	U+74A6	C0F5	cjk	$2810	base-t2s-ime-glyph-patch	base-compatible	瑷	glyph patch 瑷->璦
璨	U+74A8	C0F6	cjk	$281D	base-exact	base-compatible	璨	
癆	U+7646	C0F7	cjk	$2BB8	base-t2s-ime-glyph-patch	base-compatible	痨	glyph patch 痨->癆
療	U+7642	C0F8	cjk	$0BF8	base-t2s-ime-glyph-patch	base-compatible	疗	glyph patch 疗->療
癌	U+764C	C0F9	cjk	$04CB	base-exact	base-compatible	癌	
盪	U+76EA	C0FA	cjk	$1587	cjk-extension	extension-page	荡	new/expanded DFS page
瞳	U+77B3	C0FB	cjk	$10DB	base-exact	base-compatible	瞳	
瞪	U+77AA	C0FC	cjk	$0701	base-exact	base-compatible	瞪	
瞰	U+77B0	C0FD	cjk	$2A9D	base-exact	base-compatible	瞰	
瞬	U+77AC	C0FE	cjk	$100C	base-exact	base-compatible	瞬	
瞧	U+77A7	C140	cjk	$0E86	base-exact	base-compatible	瞧	
瞭	U+77AD	C141	cjk	$1588	cjk-extension	extension-page	瞭	new/expanded DFS page
矯	U+77EF	C142	cjk	$0A4A	base-t2s-ime-glyph-patch	base-compatible	矫	glyph patch 矫->矯
磷	U+78F7	C143	cjk	$0C0D	base-exact	base-compatible	磷	
磺	U+78FA	C144	cjk	$0989	base-exact	base-compatible	磺	
磴	U+78F4	C145	cjk	$2A77	base-exact	base-compatible	磴	
磯	U+78EF	C146	cjk	$2A34	base-t2s-ime-glyph-patch	base-compatible	矶	glyph patch 矶->磯
礁	U+7901	C147	cjk	$0A3E	base-exact	base-compatible	礁	
禧	U+79A7	C148	cjk	$2A1A	base-exact	base-compatible	禧	
禪	U+79AA	C149	cjk	$2A17	base-t2s-ime-glyph-patch	base-compatible	禅	glyph patch 禅->禪
穗	U+7A57	C14A	cjk	$104A	base-exact	base-compatible	穗	
窿	U+7ABF	C14B	cjk	$0C38	base-exact	base-compatible	窿	
簇	U+7C07	C14C	cjk	$06AE	base-exact	base-compatible	簇	
簍	U+7C0D	C14D	cjk	$0C41	base-t2s-ime-glyph-patch	base-compatible	篓	glyph patch 篓->簍
篾	U+7BFE	C14E	cjk	$2D02	base-exact	base-compatible	篾	
篷	U+7BF7	C14F	cjk	$0DD7	base-exact	base-compatible	篷	
簌	U+7C0C	C150	cjk	$2D01	base-exact	base-compatible	簌	
篠	U+7BE0	C151	cjk	$1589	cjk-extension	extension-page	筿	new/expanded DFS page
糠	U+7CE0	C152	cjk	$0B13	base-exact	base-compatible	糠	
糜	U+7CDC	C153	cjk	$0CDF	base-exact	base-compatible	糜	
糞	U+7CDE	C154	cjk	$07EE	base-t2s-ime-glyph-patch	base-compatible	粪	glyph patch 粪->糞
糢	U+7CE2	C155	cjk	$158A	cjk-extension	extension-page	糢	new/expanded DFS page
糟	U+7CDF	C156	cjk	$1803	base-exact	base-compatible	糟	
糙	U+7CD9	C157	cjk	$05D6	base-exact	base-compatible	糙	
糝	U+7CDD	C158	cjk	$2D41	base-t2s-ime-glyph-patch	base-compatible	糁	glyph patch 糁->糝
縮	U+7E2E	C159	cjk	$1069	base-t2s-ime-glyph-patch	base-compatible	缩	glyph patch 缩->縮
績	U+7E3E	C15A	cjk	$09C8	base-t2s-ime-glyph-patch	base-compatible	绩	glyph patch 绩->績
繆	U+7E46	C15B	cjk	$1FD7	base-t2s-ime-glyph-patch	base-compatible	缪	glyph patch 缪->繆
縷	U+7E37	C15C	cjk	$0C74	base-t2s-ime-glyph-patch	base-compatible	缕	glyph patch 缕->縷
縲	U+7E32	C15D	cjk	$1FD6	base-t2s-ime-glyph-patch	base-compatible	缧	glyph patch 缧->縲
繃	U+7E43	C15E	cjk	$054A	base-t2s-ime-glyph-patch	base-compatible	绷	glyph patch 绷->繃
縫	U+7E2B	C15F	cjk	$07FA	base-t2s-ime-glyph-patch	base-compatible	缝	glyph patch 缝->縫
總	U+7E3D	C160	cjk	$1938	base-t2s-ime-glyph-patch	base-compatible	总	glyph patch 总->總
縱	U+7E31	C161	cjk	$1939	base-t2s-ime-glyph-patch	base-compatible	纵	glyph patch 纵->縱
繅	U+7E45	C162	cjk	$1FD8	base-t2s-ime-glyph-patch	base-compatible	缫	glyph patch 缫->繅
繁	U+7E41	C163	cjk	$07BF	base-exact	base-compatible	繁	
