char	unicode	big5	category	dfs_code	compat_class	t2s	base_char_at_code	ime_reserved	note
篚	U+7BDA	EABD	cjk	$2CF9	base-exact	篚	篚	yes	
篪	U+7BEA	EAC1	cjk	$2CFC	base-exact	篪	篪	yes	
糗	U+7CD7	EAC9	cjk	$2D47	base-exact	糗	糗	yes	
縟	U+7E1F	EAD0	cjk	$1FCE	base-t2s-ime-glyph-patch	缛	缛	yes	glyph patch 缛->縟
縋	U+7E0B	EAD8	cjk	$1FCA	base-t2s-ime-glyph-patch	缒	缒	yes	glyph patch 缒->縋
耪	U+802A	EAE5	cjk	$0DBB	base-exact	耪	耪	yes	
耩	U+8029	EAE6	cjk	$2C21	base-exact	耩	耩	yes	
膦	U+81A6	EAE9	cjk	$29BA	base-exact	膦	膦	yes	
蕖	U+8556	EAF8	cjk	$1BE1	base-exact	蕖	蕖	yes	
蕘	U+8558	EAFE	cjk	$1B6D	base-t2s-ime-glyph-patch	荛	荛	yes	glyph patch 荛->蕘
蕆	U+8546	EB41	cjk	$1BBD	base-t2s-ime-glyph-patch	蒇	蒇	yes	glyph patch 蒇->蕆
蕤	U+8564	EB42	cjk	$1BE8	base-exact	蕤	蕤	yes	
蕁	U+8541	EB43	cjk	$1B83	base-t2s-ime-glyph-patch	荨	荨	yes	glyph patch 荨->蕁
蕢	U+8562	EB44	cjk	$1BC0	base-t2s-ime-glyph-patch	蒉	蒉	yes	glyph patch 蒉->蕢
蕎	U+854E	EB4C	cjk	$1B75	base-t2s-ime-glyph-patch	荞	荞	yes	glyph patch 荞->蕎
蕕	U+8555	EB4F	cjk	$1B97	base-t2s-ime-glyph-patch	莸	莸	yes	glyph patch 莸->蕕
薌	U+858C	EB52	cjk	$1B2A	base-t2s-ime-glyph-patch	芗	芗	yes	glyph patch 芗->薌
螗	U+8797	EB5D	cjk	$2CA9	base-exact	螗	螗	yes	
螓	U+8793	EB5E	cjk	$2CA1	base-exact	螓	螓	yes	
螈	U+8788	EB60	cjk	$2CA6	base-exact	螈	螈	yes	
螅	U+8785	EB67	cjk	$2CA7	base-exact	螅	螅	yes	
螄	U+8784	EB6B	cjk	$2C75	base-t2s-ime-glyph-patch	蛳	蛳	yes	glyph patch 蛳->螄
褰	U+8930	EB72	cjk	$1EE9	base-exact	褰	褰	yes	
諢	U+8AE2	EBA1	cjk	$1A65	base-t2s-ime-glyph-patch	诨	诨	yes	glyph patch 诨->諢
謔	U+8B14	EBA6	cjk	$1A74	base-t2s-ime-glyph-patch	谑	谑	yes	glyph patch 谑->謔
諤	U+8AE4	EBA7	cjk	$1A76	base-t2s-ime-glyph-patch	谔	谔	yes	glyph patch 谔->諤
諞	U+8ADE	EBAB	cjk	$1A7C	base-t2s-ime-glyph-patch	谝	谝	yes	glyph patch 谝->諞
諡	U+8AE1	EBAC	cjk	$1A80	base-t2s-ime-glyph-patch	谥	谥	yes	glyph patch 谥->諡; strict policy: canonical glyph patch for shared code $1A80
蹀	U+8E40	EBC0	cjk	$2DBC	base-exact	蹀	蹀	yes	
踽	U+8E3D	EBC4	cjk	$2DBF	base-exact	踽	踽	yes	
蹁	U+8E41	EBC5	cjk	$2DC2	base-exact	蹁	蹁	yes	
鄶	U+9136	EBD7	cjk	$1AAE	base-t2s-ime-glyph-patch	郐	郐	yes	glyph patch 郐->鄶
醐	U+9190	EBD9	cjk	$2D8B	base-exact	醐	醐	yes	
醑	U+9191	EBDA	cjk	$2D8D	base-exact	醑	醑	yes	
醍	U+918D	EBDB	cjk	$2D8C	base-exact	醍	醍	yes	
錈	U+9308	EBDF	cjk	$2B1A	base-t2s-ime-glyph-patch	锩	锩	yes	glyph patch 锩->錈
錟	U+931F	EBE0	cjk	$2B1B	base-t2s-ime-glyph-patch	锬	锬	yes	glyph patch 锬->錟
錆	U+9306	EBE1	cjk	$2B0E	base-t2s-ime-glyph-patch	锖	锖	yes	glyph patch 锖->錆
鍺	U+937A	EBE3	cjk	$1878	base-t2s-ime-glyph-patch	锗	锗	yes	glyph patch 锗->鍺
錸	U+9338	EBE4	cjk	$2AFA	base-t2s-ime-glyph-patch	铼	铼	yes	glyph patch 铼->錸
錼	U+933C	EBE5	cjk	$2B2D	base-t2s-ime-glyph-patch	镎	镎	yes	glyph patch 镎->錼
錛	U+931B	EBE6	cjk	$2B10	base-t2s-ime-glyph-patch	锛	锛	yes	glyph patch 锛->錛
錒	U+9312	EBE8	cjk	$2B0D	base-t2s-ime-glyph-patch	锕	锕	yes	glyph patch 锕->錒
錁	U+9301	EBE9	cjk	$2B12	base-t2s-ime-glyph-patch	锞	锞	yes	glyph patch 锞->錁
鍆	U+9346	EBEA	cjk	$2ABF	base-t2s-ime-glyph-patch	钔	钔	yes	glyph patch 钔->鍆
閼	U+95BC	EC46	cjk	$1E2F	base-t2s-ime-glyph-patch	阏	阏	yes	glyph patch 阏->閼
閾	U+95BE	EC48	cjk	$1E2A	base-t2s-ime-glyph-patch	阈	阈	yes	glyph patch 阈->閾
閹	U+95B9	EC49	cjk	$12AF	base-t2s-ime-glyph-patch	阉	阉	yes	glyph patch 阉->閹
閶	U+95B6	EC4B	cjk	$1E2B	base-t2s-ime-glyph-patch	阊	阊	yes	glyph patch 阊->閶
閿	U+95BF	EC4C	cjk	$1E2D	base-t2s-ime-glyph-patch	阌	阌	yes	glyph patch 阌->閿
閽	U+95BD	EC4E	cjk	$1E2E	base-t2s-ime-glyph-patch	阍	阍	yes	glyph patch 阍->閽
鞔	U+9794	EC56	cjk	$2E6C	base-exact	鞔	鞔	yes	
髹	U+9AF9	EC70	cjk	$2E93	base-exact	髹	髹	yes	
鮒	U+9B92	EC7B	cjk	$2E19	base-t2s-ime-glyph-patch	鲋	鲋	yes	glyph patch 鲋->鮒
鮐	U+9B90	EC7C	cjk	$2E1B	base-t2s-ime-glyph-patch	鲐	鲐	yes	glyph patch 鲐->鮐
鴝	U+9D1D	ECA9	cjk	$2B82	base-t2s-ime-glyph-patch	鸲	鸲	yes	glyph patch 鸲->鴝
鴟	U+9D1F	ECAE	cjk	$2B83	base-t2s-ime-glyph-patch	鸱	鸱	yes	glyph patch 鸱->鴟
麈	U+9E88	ECAF	cjk	$2E9E	base-exact	麈	麈	yes	
麇	U+9E87	ECB1	cjk	$2E9D	base-exact	麇	麇	yes	
鼽	U+9F3D	ECB8	cjk	$2EB4	base-exact	鼽	鼽	yes	
嚓	U+5693	ECC0	cjk	$1D08	base-exact	嚓	嚓	yes	
嚌	U+568C	ECC1	cjk	$1C9E	base-t2s-ime-glyph-patch	哜	哜	yes	glyph patch 哜->嚌
嚆	U+5686	ECC3	cjk	$1D01	base-exact	嚆	嚆	yes	
嬲	U+5B32	ECD0	cjk	$1F7D	base-exact	嬲	嬲	yes	
嶷	U+5DB7	ECDA	cjk	$1D70	base-exact	嶷	嶷	yes	
幬	U+5E6C	ECDB	cjk	$1D1D	base-t2s-ime-glyph-patch	帱	帱	yes	glyph patch 帱->幬
懨	U+61E8	ECE6	cjk	$1DEF	base-t2s-ime-glyph-patch	恹	恹	yes	glyph patch 恹->懨
擯	U+64EF	ECE8	cjk	$0595	base-t2s-ime-glyph-patch	摈	摈	yes	glyph patch 摈->擯
擤	U+64E4	ECEC	cjk	$1C65	base-exact	擤	擤	yes	
檁	U+6A81	ECF5	cjk	$28BD	base-t2s-ime-glyph-patch	檩	檩	yes	glyph patch 檩->檁
檉	U+6A89	ECF7	cjk	$2861	base-t2s-ime-glyph-patch	柽	柽	yes	glyph patch 柽->檉
檎	U+6A8E	ECFE	cjk	$28B5	base-exact	檎	檎	yes	
檑	U+6A91	ED44	cjk	$28BB	base-exact	檑	檑	yes	
澩	U+6FA9	ED4F	cjk	$2A32	base-t2s-ime-glyph-patch	泶	泶	yes	glyph patch 泶->澩
濞	U+6FDE	ED57	cjk	$1ED4	base-exact	濞	濞	yes	
獯	U+736F	ED65	cjk	$1DA8	base-exact	獯	獯	yes	
璐	U+7490	ED69	cjk	$281F	base-exact	璐	璐	yes	
甑	U+7511	ED70	cjk	$28F3	base-exact	甑	甑	yes	
甏	U+750F	ED72	cjk	$28F2	base-exact	甏	甏	yes	
癃	U+7643	ED74	cjk	$2BD4	base-exact	癃	癃	yes	
癉	U+7649	ED76	cjk	$2BC3	base-t2s-ime-glyph-patch	瘅	瘅	yes	glyph patch 瘅->癉
癇	U+7647	ED77	cjk	$2BBB	base-t2s-ime-glyph-patch	痫	痫	yes	glyph patch 痫->癇
皤	U+76A4	ED78	cjk	$2B77	base-exact	皤	皤	yes	
瞵	U+77B5	ED7A	cjk	$2A9E	base-exact	瞵	瞵	yes	
磽	U+78FD	EDA6	cjk	$2A61	base-t2s-ime-glyph-patch	硗	硗	yes	glyph patch 硗->磽
磲	U+78F2	EDAA	cjk	$2A75	base-exact	磲	磲	yes	
礅	U+7905	EDAB	cjk	$2A76	base-exact	礅	礅	yes	
簏	U+7C0F	EDBB	cjk	$2D04	base-exact	簏	簏	yes	
簀	U+7C00	EDBD	cjk	$2CE9	base-t2s-ime-glyph-patch	箦	箦	yes	glyph patch 箦->簀
簋	U+7C0B	EDC2	cjk	$2D06	base-exact	簋	簋	yes	
篳	U+7BF3	EDC3	cjk	$2CDD	base-t2s-ime-glyph-patch	筚	筚	yes	glyph patch 筚->篳
篱	U+7BF1	EDCC	cjk	$0BBD	base-exact	篱	篱	yes	
糨	U+7CE8	EDCF	cjk	$2D48	base-exact	糨	糨	yes	
縭	U+7E2D	EDD0	cjk	$1FD0	base-t2s-ime-glyph-patch	缡	缡	yes	glyph patch 缡->縭
繇	U+7E47	EDD9	cjk	$2D6D	base-exact	繇	繇	yes	
縻	U+7E3B	EDDD	cjk	$2E9B	base-exact	縻	縻	yes	
縶	U+7E36	EDDE	cjk	$2D6A	base-t2s-ime-glyph-patch	絷	絷	yes	glyph patch 絷->縶
罅	U+7F45	EDE1	cjk	$2CC5	base-exact	罅	罅	yes	
罾	U+7F7E	EDE3	cjk	$2AB2	base-exact	罾	罾	yes	
耬	U+802C	EDE7	cjk	$2C20	base-t2s-ime-glyph-patch	耧	耧	yes	glyph patch 耧->耬
膻	U+81BB	EDE8	cjk	$29B8	base-exact	膻	膻	yes	
臌	U+81CC	EDEA	cjk	$29B5	base-exact	臌	臌	yes	
臊	U+81CA	EDEB	cjk	$29B7	base-exact	臊	臊	yes	
艚	U+825A	EDF1	cjk	$2D27	base-exact	艚	艚	yes	
薏	U+858F	EDF5	cjk	$1BF2	base-exact	薏	薏	yes	
蕻	U+857B	EDFB	cjk	$1BEE	base-exact	蕻	蕻	yes	
薤	U+85A4	EDFC	cjk	$1BEF	base-exact	薤	薤	yes	
蕷	U+8577	EE40	cjk	$1BD9	base-t2s-ime-glyph-patch	蓣	蓣	yes	glyph patch 蓣->蕷
蕺	U+857A	EE44	cjk	$1BEA	base-exact	蕺	蕺	yes	
薈	U+8588	EE50	cjk	$1B7A	base-t2s-ime-glyph-patch	荟	荟	yes	glyph patch 荟->薈
薅	U+8585	EE51	cjk	$1BF6	base-exact	薅	薅	yes	
蕹	U+8579	EE52	cjk	$1BF3	base-exact	蕹	蕹	yes	
薟	U+859F	EE56	cjk	$1B94	base-t2s-ime-glyph-patch	莶	莶	yes	glyph patch 莶->薟
螭	U+87AD	EE5A	cjk	$2CA8	base-exact	螭	螭	yes	
螬	U+87AC	EE5D	cjk	$2CAD	base-exact	螬	螬	yes	
螵	U+87B5	EE5F	cjk	$2CAE	base-exact	螵	螵	yes	
螯	U+87AF	EE67	cjk	$2CA2	base-exact	螯	螯	yes	
蟄	U+87C4	EE68	cjk	$1875	base-t2s-ime-glyph-patch	蛰	蛰	yes	glyph patch 蛰->蟄
蟊	U+87CA	EE69	cjk	$2CB5	base-exact	蟊	蟊	yes	
螽	U+87BD	EE6E	cjk	$2CB2	base-exact	螽	螽	yes	
褳	U+8933	EE72	cjk	$2BF7	base-t2s-ime-glyph-patch	裢	裢	yes	glyph patch 裢->褳
襁	U+8941	EE75	cjk	$2C0D	base-exact	襁	襁	yes	
覯	U+89AF	EE7A	cjk	$2933	base-t2s-ime-glyph-patch	觏	觏	yes	glyph patch 觏->覯
觳	U+89F3	EE7D	cjk	$29CA	base-exact	觳	觳	yes	
謖	U+8B16	EEA2	cjk	$1A7F	base-t2s-ime-glyph-patch	谡	谡	yes	glyph patch 谡->謖
謅	U+8B05	EEA4	cjk	$18D5	base-t2s-ime-glyph-patch	诌	诌	yes	glyph patch 诌->謅
謇	U+8B07	EEAA	cjk	$1EEC	base-exact	謇	謇	yes	
貔	U+8C94	EEB7	cjk	$2DD7	base-exact	貔	貔	yes	
蹌	U+8E4C	EEBE	cjk	$2DA2	base-t2s-ime-glyph-patch	跄	跄	yes	glyph patch 跄->蹌
蹇	U+8E47	EEBF	cjk	$1EEB	base-exact	蹇	蹇	yes	
醚	U+919A	EEC5	cjk	$0CDD	base-exact	醚	醚	yes	
醢	U+91A2	EEC6	cjk	$2D8E	base-exact	醢	醢	yes	
醛	U+919B	EEC7	cjk	$0EC7	base-exact	醛	醛	yes	
鍤	U+9364	EED0	cjk	$2B21	base-t2s-ime-glyph-patch	锸	锸	yes	glyph patch 锸->鍤
鍇	U+9347	EED2	cjk	$2B1E	base-t2s-ime-glyph-patch	锴	锴	yes	glyph patch 锴->鍇
鍘	U+9358	EED4	cjk	$1823	base-t2s-ime-glyph-patch	铡	铡	yes	glyph patch 铡->鍘
鍶	U+9376	EED6	cjk	$2B1F	base-t2s-ime-glyph-patch	锶	锶	yes	glyph patch 锶->鍶
鎏	U+938F	EEDC	cjk	$2E0C	base-exact	鎏	鎏	yes	
鍪	U+936A	EEDE	cjk	$2E0A	base-exact	鍪	鍪	yes	
闃	U+95C3	EEF1	cjk	$1E30	base-t2s-ime-glyph-patch	阒	阒	yes	glyph patch 阒->闃
隰	U+96B0	EEF5	cjk	$1A9E	base-exact	隰	隰	yes	
鞝	U+979D	EF41	cjk	$1FBA	base-t2s-ime-glyph-patch	绱	绱	yes	glyph patch 绱->鞝
餳	U+9933	EF4F	cjk	$1DB0	base-t2s-ime-glyph-patch	饧	饧	yes	glyph patch 饧->餳
餱	U+9931	EF53	cjk	$2D42	base-t2s-ime-glyph-patch	糇	糇	yes	glyph patch 糇->餱
馘	U+9998	EF55	cjk	$1A1A	base-exact	馘	馘	yes	
魈	U+9B48	EF69	cjk	$2E84	base-exact	魈	魈	yes	
鮚	U+9B9A	EF6A	cjk	$2E1D	base-t2s-ime-glyph-patch	鲒	鲒	yes	glyph patch 鲒->鮚
鮞	U+9B9E	EF6C	cjk	$2E1F	base-t2s-ime-glyph-patch	鲕	鲕	yes	glyph patch 鲕->鮞
鴯	U+9D2F	EF7B	cjk	$2B85	base-t2s-ime-glyph-patch	鸸	鸸	yes	glyph patch 鸸->鴯
鴰	U+9D30	EF7E	cjk	$2B87	base-t2s-ime-glyph-patch	鸹	鸹	yes	glyph patch 鸹->鴰
鵂	U+9D42	EFA2	cjk	$2B88	base-t2s-ime-glyph-patch	鸺	鸺	yes	glyph patch 鸺->鵂
黻	U+9EFB	EFB0	cjk	$2A7E	base-exact	黻	黻	yes	
黿	U+9EFF	EFB1	cjk	$2DF9	base-t2s-ime-glyph-patch	鼋	鼋	yes	glyph patch 鼋->黿
鼢	U+9F22	EFB4	cjk	$2EAF	base-exact	鼢	鼢	yes	
齔	U+9F54	EFB5	cjk	$2DEF	base-t2s-ime-glyph-patch	龀	龀	yes	glyph patch 龀->齔
龠	U+9FA0	EFB6	cjk	$1A11	base-exact	龠	龠	yes	
懟	U+61DF	EFC8	cjk	$2A1E	base-t2s-ime-glyph-patch	怼	怼	yes	glyph patch 怼->懟
攄	U+6504	EFD2	cjk	$1C3B	base-t2s-ime-glyph-patch	摅	摅	yes	glyph patch 摅->攄
擼	U+64FC	EFD7	cjk	$1C4A	base-t2s-ime-glyph-patch	撸	撸	yes	glyph patch 撸->擼
曛	U+66DB	EFDB	cjk	$291B	base-exact	曛	曛	yes	
瀅	U+7005	EFEF	cjk	$1EAC	base-t2s-ime-glyph-patch	滢	滢	yes	glyph patch 滢->瀅
瀦	U+7026	EFF5	cjk	$1EC1	base-t2s-ime-glyph-patch	潴	潴	yes	glyph patch 潴->瀦
濼	U+6FFC	EFF6	cjk	$1E68	base-t2s-ime-glyph-patch	泺	泺	yes	glyph patch 泺->濼
燹	U+71F9	EFFB	cjk	$29F6	base-exact	燹	燹	yes	
甓	U+7513	F049	cjk	$28F4	base-exact	甓	甓	yes	
癜	U+765C	F04A	cjk	$2BDA	base-exact	癜	癜	yes	
癤	U+7664	F04B	cjk	$2BA8	base-t2s-ime-glyph-patch	疖	疖	yes	glyph patch 疖->癤
礓	U+7913	F058	cjk	$2A78	base-exact	礓	礓	yes	
簟	U+7C1F	F065	cjk	$2D07	base-exact	簟	簟	yes	
簦	U+7C26	F068	cjk	$2D09	base-exact	簦	簦	yes	
繢	U+7E62	F072	cjk	$1FC6	base-t2s-ime-glyph-patch	缋	缋	yes	glyph patch 缋->繢
聵	U+8075	F07C	cjk	$2C2B	base-t2s-ime-glyph-patch	聩	聩	yes	glyph patch 聩->聵
艟	U+825F	F0A2	cjk	$2D28	base-exact	艟	艟	yes	
藎	U+85CE	F0B0	cjk	$1B85	base-t2s-ime-glyph-patch	荩	荩	yes	glyph patch 荩->藎
薷	U+85B7	F0B8	cjk	$1BF8	base-exact	薷	薷	yes	
蟛	U+87DB	F0BE	cjk	$2CB6	base-exact	蟛	蟛	yes	
蟪	U+87EA	F0C0	cjk	$2CB7	base-exact	蟪	蟪	yes	
蟥	U+87E5	F0C1	cjk	$2CAC	base-exact	蟥	蟥	yes	
蟓	U+87D3	F0C7	cjk	$2CB1	base-exact	蟓	蟓	yes	
襉	U+8949	F0D9	cjk	$2BFA	base-t2s-ime-glyph-patch	裥	裥	yes	glyph patch 裥->襉
謳	U+8B33	F0DD	cjk	$1A3D	base-t2s-ime-glyph-patch	讴	讴	yes	glyph patch 讴->謳
謾	U+8B3E	F0E3	cjk	$0CAD	base-t2s-ime-glyph-patch	谩	谩	yes	glyph patch 谩->謾
謦	U+8B26	F0E7	cjk	$2DE1	base-exact	謦	謦	yes	
貘	U+8C98	F0F1	cjk	$2DD6	base-exact	貘	貘	yes	
賾	U+8CFE	F0F3	cjk	$19A3	base-t2s-ime-glyph-patch	赜	赜	yes	glyph patch 赜->賾
贄	U+8D04	F0F4	cjk	$2924	base-t2s-ime-glyph-patch	贽	贽	yes	glyph patch 贽->贄
蹩	U+8E69	F144	cjk	$2D9D	base-exact	蹩	蹩	yes	
轆	U+8F46	F146	cjk	$28E2	base-t2s-ime-glyph-patch	辘	辘	yes	glyph patch 辘->轆
鄺	U+913A	F14B	cjk	$1AA1	base-t2s-ime-glyph-patch	邝	邝	yes	glyph patch 邝->鄺
醯	U+91AF	F151	cjk	$2D93	base-exact	醯	醯	yes	
醪	U+91AA	F152	cjk	$2D90	base-exact	醪	醪	yes	
鎵	U+93B5	F153	cjk	$2B30	base-t2s-ime-glyph-patch	镓	镓	yes	glyph patch 镓->鎵
鎧	U+93A7	F15A	cjk	$2AEA	base-t2s-ime-glyph-patch	铠	铠	yes	glyph patch 铠->鎧
鎪	U+93AA	F15C	cjk	$2B23	base-t2s-ime-glyph-patch	锼	锼	yes	glyph patch 锼->鎪
鎦	U+93A6	F15E	cjk	$2B2E	base-t2s-ime-glyph-patch	镏	镏	yes	glyph patch 镏->鎦
鎣	U+93A3	F16A	cjk	$1BD8	base-t2s-ime-glyph-patch	蓥	蓥	yes	glyph patch 蓥->鎣
隳	U+96B3	F16F	cjk	$1E1D	base-exact	隳	隳	yes	
鞫	U+97AB	F17C	cjk	$2E6E	base-exact	鞫	鞫	yes	
韙	U+97D9	F1A4	cjk	$2824	base-t2s-ime-glyph-patch	韪	韪	yes	glyph patch 韪->韙
餼	U+993C	F1AD	cjk	$1DB2	base-t2s-ime-glyph-patch	饩	饩	yes	glyph patch 饩->餼
騏	U+9A0F	F1AF	cjk	$1F93	base-t2s-ime-glyph-patch	骐	骐	yes	glyph patch 骐->騏
騍	U+9A0D	F1B2	cjk	$1F94	base-t2s-ime-glyph-patch	骒	骒	yes	glyph patch 骒->騍
騅	U+9A05	F1B6	cjk	$1F95	base-t2s-ime-glyph-patch	骓	骓	yes	glyph patch 骓->騅
髀	U+9AC0	F1B9	cjk	$2E7A	base-exact	髀	髀	yes	
鬈	U+9B08	F1BB	cjk	$2E94	base-exact	鬈	鬈	yes	
鬩	U+9B29	F1BE	cjk	$1E2C	base-t2s-ime-glyph-patch	阋	阋	yes	glyph patch 阋->鬩
鯇	U+9BC7	F1C3	cjk	$2E2D	base-t2s-ime-glyph-patch	鲩	鲩	yes	glyph patch 鲩->鯇
鯁	U+9BC1	F1C7	cjk	$2E25	base-t2s-ime-glyph-patch	鲠	鲠	yes	glyph patch 鲠->鯁
鵜	U+9D5C	F1CF	cjk	$2B8F	base-t2s-ime-glyph-patch	鹈	鹈	yes	glyph patch 鹈->鵜
鵓	U+9D53	F1D0	cjk	$2B8A	base-t2s-ime-glyph-patch	鹁	鹁	yes	glyph patch 鹁->鵓
鵒	U+9D52	F1D9	cjk	$2B8D	base-t2s-ime-glyph-patch	鹆	鹆	yes	glyph patch 鹆->鵒
黟	U+9EDF	F1E0	cjk	$2EA8	base-exact	黟	黟	yes	
厴	U+53B4	F1EF	cjk	$1999	base-t2s-ime-glyph-patch	厣	厣	yes	glyph patch 厣->厴
嚦	U+56A6	F1F2	cjk	$1C7B	base-t2s-ime-glyph-patch	呖	呖	yes	glyph patch 呖->嚦
壚	U+58DA	F1F6	cjk	$1AEC	base-t2s-ime-glyph-patch	垆	垆	yes	glyph patch 垆->壚
攉	U+6509	F245	cjk	$1C67	base-exact	攉	攉	yes	
櫧	U+6AE7	F24C	cjk	$28A6	base-t2s-ime-glyph-patch	槠	槠	yes	glyph patch 槠->櫧
櫟	U+6ADF	F252	cjk	$284A	base-t2s-ime-glyph-patch	栎	栎	yes	glyph patch 栎->櫟
櫫	U+6AEB	F255	cjk	$28AD	base-t2s-ime-glyph-patch	橥	橥	yes	glyph patch 橥->櫫
櫞	U+6ADE	F258	cjk	$28BA	base-t2s-ime-glyph-patch	橼	橼	yes	glyph patch 橼->櫞
氌	U+6C0C	F25B	cjk	$2964	base-t2s-ime-glyph-patch	氇	氇	yes	glyph patch 氇->氌
瀧	U+7027	F25D	cjk	$1E61	base-t2s-ime-glyph-patch	泷	泷	yes	glyph patch 泷->瀧
瀠	U+7020	F25E	cjk	$1EB9	base-t2s-ime-glyph-patch	潆	潆	yes	glyph patch 潆->瀠
瀣	U+7023	F263	cjk	$1ED8	base-exact	瀣	瀣	yes	
礞	U+791E	F2A4	cjk	$2A7A	base-exact	礞	礞	yes	
禰	U+79B0	F2A5	cjk	$2A0E	base-t2s-ime-glyph-patch	祢	祢	yes	glyph patch 祢->禰
繰	U+7E70	F2B2	cjk	$1FDE	base-t2s-ime-glyph-patch	缲	缲	yes	glyph patch 缲->繰
繯	U+7E6F	F2B4	cjk	$1FDF	base-t2s-ime-glyph-patch	缳	缳	yes	glyph patch 缳->繯
羆	U+7F86	F2BC	cjk	$2AAE	base-t2s-ime-glyph-patch	罴	罴	yes	glyph patch 罴->羆
艤	U+8264	F2C3	cjk	$2D18	base-t2s-ime-glyph-patch	舣	舣	yes	glyph patch 舣->艤
藜	U+85DC	F2D4	cjk	$1BFC	base-exact	藜	藜	yes	
蠃	U+8803	F2DD	cjk	$1A2F	base-exact	蠃	蠃	yes	
蟶	U+87F6	F2DE	cjk	$2C6F	base-t2s-ime-glyph-patch	蛏	蛏	yes	glyph patch 蛏->蟶
蠆	U+8806	F2E3	cjk	$2C43	base-t2s-ime-glyph-patch	虿	虿	yes	glyph patch 虿->蠆
蠊	U+880A	F2E7	cjk	$2CBD	base-exact	蠊	蠊	yes	
襝	U+895D	F2F0	cjk	$2BF9	base-t2s-ime-glyph-patch	裣	裣	yes	glyph patch 裣->襝
覷	U+89B7	F2F3	cjk	$2935	base-t2s-ime-glyph-patch	觑	觑	yes	glyph patch 觑->覷
觶	U+89F6	F2F5	cjk	$2DDF	base-t2s-ime-glyph-patch	觯	觯	yes	glyph patch 觯->觶
譖	U+8B56	F2FB	cjk	$1A84	base-t2s-ime-glyph-patch	谮	谮	yes	glyph patch 谮->譖
蹭	U+8E6D	F34F	cjk	$05E0	base-exact	蹭	蹭	yes	
蹯	U+8E6F	F353	cjk	$2DCA	base-exact	蹯	蹯	yes	
醭	U+91AD	F35F	cjk	$2D91	base-exact	醭	醭	yes	
鏞	U+93DE	F360	cjk	$2B36	base-t2s-ime-glyph-patch	镛	镛	yes	glyph patch 镛->鏞
鏹	U+93F9	F366	cjk	$2B43	base-t2s-ime-glyph-patch	镪	镪	yes	glyph patch 镪->鏹
鏌	U+93CC	F368	cjk	$2B2A	base-t2s-ime-glyph-patch	镆	镆	yes	glyph patch 镆->鏌
鎩	U+93A9	F36A	cjk	$2AF1	base-t2s-ime-glyph-patch	铩	铩	yes	glyph patch 铩->鎩
鏊	U+93CA	F36C	cjk	$2E0B	base-exact	鏊	鏊	yes	
韝	U+97DD	F3A4	cjk	$2E70	base-t2s-ime-glyph-patch	鞲	鞲	yes	glyph patch 鞲->韝
韞	U+97DE	F3A5	cjk	$2825	base-t2s-ime-glyph-patch	韫	韫	yes	glyph patch 韫->韞
顙	U+9859	F3A8	cjk	$2C3A	base-t2s-ime-glyph-patch	颡	颡	yes	glyph patch 颡->顙
饈	U+9948	F3AF	cjk	$1DBE	base-t2s-ime-glyph-patch	馐	馐	yes	glyph patch 馐->饈
饃	U+9943	F3B1	cjk	$1DBD	base-t2s-ime-glyph-patch	馍	馍	yes	glyph patch 馍->饃
髂	U+9AC2	F3C1	cjk	$2E7C	base-exact	髂	髂	yes	
鯪	U+9BEA	F3C7	cjk	$2E30	base-t2s-ime-glyph-patch	鲮	鲮	yes	glyph patch 鲮->鯪
鯫	U+9BEB	F3C8	cjk	$2E31	base-t2s-ime-glyph-patch	鲰	鲰	yes	glyph patch 鲰->鯫
鯤	U+9BE4	F3CB	cjk	$2E33	base-t2s-ime-glyph-patch	鲲	鲲	yes	glyph patch 鲲->鯤
鯢	U+9BE2	F3CD	cjk	$2E36	base-t2s-ime-glyph-patch	鲵	鲵	yes	glyph patch 鲵->鯢
鯰	U+9BF0	F3CE	cjk	$2E37	base-t2s-ime-glyph-patch	鲶	鲶	yes	glyph patch 鲶->鯰
鯔	U+9BD4	F3CF	cjk	$2E3A	base-t2s-ime-glyph-patch	鲻	鲻	yes	glyph patch 鲻->鯔
鯗	U+9BD7	F3D0	cjk	$2E23	base-t2s-ime-glyph-patch	鲞	鲞	yes	glyph patch 鲞->鯗
鯡	U+9BE1	F3D6	cjk	$2E32	base-t2s-ime-glyph-patch	鲱	鲱	yes	glyph patch 鲱->鯡
鵯	U+9D6F	F3ED	cjk	$2B93	base-t2s-ime-glyph-patch	鹎	鹎	yes	glyph patch 鹎->鵯
鶇	U+9D87	F3F0	cjk	$2B80	base-t2s-ime-glyph-patch	鸫	鸫	yes	glyph patch 鸫->鶇
黼	U+9EFC	F3F5	cjk	$2A7F	base-exact	黼	黼	yes	
嚳	U+56B3	F441	cjk	$1CD1	base-t2s-ime-glyph-patch	喾	喾	yes	glyph patch 喾->嚳
攖	U+6516	F44C	cjk	$1C45	base-t2s-ime-glyph-patch	撄	撄	yes	glyph patch 撄->攖
櫳	U+6AF3	F453	cjk	$283C	base-t2s-ime-glyph-patch	栊	栊	yes	glyph patch 栊->櫳
櫪	U+6AEA	F455	cjk	$282C	base-t2s-ime-glyph-patch	枥	枥	yes	glyph patch 枥->櫪
櫨	U+6AE8	F456	cjk	$2840	base-t2s-ime-glyph-patch	栌	栌	yes	glyph patch 栌->櫨
